time,hip_cont_angle,encoder_hip_angle,csv_hip_angle
0.03015303611755371,0.0,352.90283203125,0.0
0.06017637252807617,0.0,352.9248046875,0.0
0.09019660949707031,0.0,352.9248046875,0.0
0.12019467353820801,0.0,352.9248046875,0.0
0.1501753330230713,0.0,352.9248046875,0.0
0.18029022216796875,0.0,352.9248046875,0.0
0.21018385887145996,0.0,352.9248046875,0.0
0.2401902675628662,0.0,352.9248046875,0.0
0.2703537940979004,0.0,352.94677734375,0.0
0.30019235610961914,0.0,352.94677734375,0.0
0.330291748046875,0.0,352.9248046875,0.0
0.36022496223449707,0.0,352.9248046875,0.0
0.3902854919433594,0.0,352.9248046875,0.0
0.42018699645996094,0.0,352.9248046875,0.0
0.4501762390136719,0.0,352.94677734375,0.0
0.4801826477050781,0.0,352.9248046875,0.0
0.5102105140686035,0.0,352.90283203125,0.0
0.5403409004211426,0.0,352.94677734375,0.0
0.5701858997344971,0.0,352.9248046875,0.0
0.6001758575439453,0.0,352.94677734375,0.0
0.630169153213501,0.0,352.9248046875,0.0
0.6601674556732178,0.0,352.9248046875,2.226138114929199
0.6901609897613525,-0.00019073777366429567,352.96875,0.9972620010375977
0.7201638221740723,0.0013351644156500697,353.03466796875,-0.20104700326919556
0.7501556873321533,0.0013351644156500697,353.07861328125,-0.20104700326919556
0.780153751373291,0.001716639962978661,353.0126953125,-1.3552809953689575
0.8101606369018555,0.001716639962978661,353.0126953125,-2.4548590183258057
0.840151309967041,0.001716639962978661,352.94677734375,-2.4548590183258057
0.8701572418212891,0.001716639962978661,352.77099609375,-3.494004011154175
0.9001622200012207,-0.000572213320992887,352.44140625,-4.472219944000244
0.9306340217590332,-0.007438773289322853,351.8701171875,-5.393092155456543
0.9602899551391602,-0.007438773289322853,351.14501953125,-5.393092155456543
0.9901766777038574,-0.019645990803837776,350.31005859375,-6.262579917907715
1.020179033279419,-0.03757534176111221,349.3212890625,-7.087670803070068
1.050180196762085,-0.06008239835500717,348.28857421875,-7.8748250007629395
1.0801830291748047,-0.06008239835500717,347.255859375,-7.8748250007629395
1.1101770401000977,-0.08487831056118011,346.2451171875,-8.62842845916748
1.1406018733978271,-0.10929274559020996,345.38818359375,-9.350337028503418
1.1701743602752686,-0.10929274559020996,344.6630859375,-9.350337028503418
1.2004485130310059,-0.13065537810325623,344.15771484375,-10.04045581817627
1.2301807403564453,-0.14782176911830902,343.740234375,-10.697627067565918
1.2601747512817383,-0.15926603972911835,343.41064453125,-11.32015323638916
1.2901813983917236,-0.15926603972911835,343.14697265625,-11.32015323638916
1.3201780319213867,-0.1672770231962204,342.9931640625,-11.9057035446167
1.3501777648925781,-0.17261768877506256,342.75146484375,-12.452102661132812
1.3801658153533936,-0.17719538509845734,342.53173828125,-12.958338737487793
1.410163164138794,-0.17719538509845734,342.24609375,-12.958338737487793
1.440194845199585,-0.1825360506772995,341.96044921875,-13.424015045166016
1.470198631286621,-0.18940261006355286,341.60888671875,-13.847885131835938
1.5002145767211914,-0.18940261006355286,341.25732421875,-13.847885131835938
1.5301640033721924,-0.1974135935306549,340.83984375,-14.227307319641113
1.5601551532745361,-0.20695048570632935,340.42236328125,-14.559151649475098
1.590172290802002,-0.2161058932542801,340.0927734375,-14.841076850891113
1.6201677322387695,-0.2161058932542801,339.76318359375,-14.841076850891113
1.6501703262329102,-0.22487983107566833,339.521484375,-15.071792602539062
1.6801526546478271,-0.23212787508964539,339.27978515625,-15.250370979309082
1.7101490497589111,-0.23785001039505005,339.10400390625,-15.373492240905762
1.7401931285858154,-0.23785001039505005,339.01611328125,-15.373492240905762
1.7701618671417236,-0.24166475236415863,338.97216796875,-15.433918952941895
1.8001911640167236,-0.24357213079929352,338.994140625,-15.421883583068848
1.8301751613616943,-0.24357213079929352,338.9501953125,-15.421883583068848
1.8603289127349854,-0.24357213079929352,338.97216796875,-15.327018737792969
1.8903701305389404,-0.24357213079929352,338.97216796875,-15.138349533081055
1.9201817512512207,-0.24357213079929352,338.994140625,-14.843628883361816
1.95017671585083,-0.24357213079929352,338.994140625,-14.843628883361816
1.98018217086792,-0.24357213079929352,338.994140625,-14.429222106933594
2.010176181793213,-0.24357213079929352,338.9501953125,-13.87929916381836
2.0401909351348877,-0.24357213079929352,339.01611328125,-13.176398277282715
2.070176839828491,-0.24357213079929352,339.10400390625,-13.176398277282715
